time,latitude,longitude,depth,mag,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp,reflect_latitude,reflect_longitude
20200816190653800000,-3.18,130.73,22.5,5.11,2.18e+16,-1.66e+16,-5.2e+15,-3.85e+16,2.86e+16,3.3e+16,16.82,133.81
20200816200549500000,51.14,-171.05,15.0,5.69,2.8e+17,-2.59e+17,-2.12e+16,2.93e+17,1.06e+17,-1.03e+17,46.9,159.99
20200817095212100000,-18.08,-178.37,583.5,5.18,5.85e+16,-1.39e+16,-4.45e+16,3.96e+16,-3.19e+16,-2.49e+16,9.24,162.22
20200817125445700000,-9.36,152.41,10.0,5.32,-3.12e+16,5.4e+16,-2.29e+16,2.59e+16,4e+15,-1.09e+17,13.82,145.81
20200818000348600000,12.03,124.13,10.0,6.62,-8.2e+17,1.06e+19,-9.81e+18,-6.8e+17,-1.3e+17,-3.08e+18,24.56,130.21
20200818182833300000,55.04,-157.97,31.5,5.11,3.64e+16,-2.73e+16,-9.08e+15,3.68e+16,2.08e+16,-2.09e+16,50.52,163.93
20200818183627600000,-9.01,158.7,21.2,5.07,1.78e+16,1.9e+14,-1.8e+16,-1.12e+16,-4.2e+16,2.17e+16,14.1,149.3
20200818215045800000,11.96,124.21,10.0,5.15,5.53e+16,1.64e+16,-7.18e+16,-1.62e+16,-3.53e+15,7.29e+15,24.52,130.26
20200818222359500000,-4.32,101.14,22.0,6.68,7.18e+18,-3.86e+18,-3.33e+18,9.29e+18,-6.3e+18,3.85e+18,17.03,117.32
20200818222924700000,-4.21,101.24,26.0,6.97,1.23e+19,-5.59e+18,-6.7e+18,2.71e+19,-1.9e+19,6.12e+18,17.07,117.37
20200819194559200000,54.94,-160.31,43.9,5.12,4.73e+16,-4.42e+16,-3.15e+15,2.97e+16,1.46e+16,-2.42e+16,50.14,163.09
20200820030056000000,-3.25,149.25,10.0,5.09,4.01e+15,1.97e+16,-2.37e+16,-8.4e+14,-2.57e+15,5e+16,16.85,144.1
20200821040951900000,-6.71,123.46,624.0,6.9,-3.03e+19,2.24e+19,7.85e+18,-1.59e+18,7.9e+18,4.67e+18,14.27,129.53
20200821123529800000,10.02,140.21,10.0,5.0,6.57e+15,3.28e+16,-3.93e+16,-2.84e+15,-4.5e+14,-1.53e+16,23.41,139.07
20200822003935600000,-4.08,100.99,21.0,5.59,1.37e+17,-7.72e+16,-6e+16,2.12e+17,-1.6e+17,8.1e+16,17.16,117.24
20200822103122700000,31.07,141.7,10.0,5.2,6.55e+16,4e+15,-6.94e+16,7e+15,3.61e+16,-2.02e+16,33.95,139.75
20200823081247400000,-5.78,153.81,10.0,5.1,1.14e+16,2.26e+16,-3.4e+16,-5.53e+15,-6.14e+15,-4.82e+16,15.65,146.62
20200823164647500000,-4.78,152.68,47.3,5.4,1.38e+17,-1.52e+17,1.42e+16,5.66e+16,-1.89e+16,-3.75e+16,16.09,146.01
20200823173801400000,-9.65,108.19,10.0,5.15,4.88e+16,-4.11e+16,-7.69e+15,3.77e+16,-2.86e+16,1.1e+16,14.01,121.36
20200824004518400000,-28.5,-177.12,41.7,5.48,1.85e+17,-8e+15,-1.76e+17,1.19e+16,9.79e+16,-3.31e+16,4.45,161.41
20200824171455800000,-15.34,-174.22,10.0,5.57,3.8e+15,-5.1e+15,1.4e+15,-2.6e+15,-1.17e+16,2.85e+17,11.71,164.1
20200824224957700000,-21.77,-175.44,20.0,5.31,-1.99e+16,3.95e+16,-1.96e+16,-5.36e+16,-9.67e+16,1.93e+16,8.16,162.96
20200824235530700000,-30.1,-177.17,10.0,5.04,5.04e+16,-1.07e+16,-3.97e+16,1.09e+16,4.21e+15,-2.21e+15,3.62,161.17
20200825071521800000,12.72,58.2,10.0,5.14,-1.66e+16,-4.01e+16,5.67e+16,-1.23e+15,-2.42e+16,-3.51e+16,30.86,93.24
20200825190258400000,-5.56,151.86,23.0,5.92,6.99e+17,-6.85e+17,-1.4e+16,6.31e+17,7e+16,-1.85e+17,15.71,145.54
20200825190852900000,-5.55,151.84,22.0,6.21,1.94e+18,-2.03e+18,9.1e+16,1.52e+18,-7.5e+16,-6.01e+17,15.72,145.53
20200825200254300000,-5.57,151.97,28.8,5.3,1.11e+17,-8.41e+16,-2.65e+16,4.87e+16,2.74e+16,-8.1e+15,15.7,145.6
20200825232758000000,-6.65,104.65,35.0,5.13,4.64e+16,-5.3e+16,6.55e+15,2.83e+16,-1.52e+16,2.32e+16,15.65,119.31
20200827050019800000,-5.55,151.77,35.0,5.01,3.38e+16,-3.5e+16,1.2e+15,1.93e+16,1e+15,-1.35e+16,15.7,145.49
20200827050655900000,21.66,143.01,308.8,5.05,3.92e+16,-9.58e+15,-2.97e+16,3e+16,1.52e+16,-7.86e+15,29.1,140.59
20200827120715600000,23.17,93.32,10.0,5.36,0.0,3.09e+16,-3.09e+16,4.48e+16,2.49e+16,1.23e+17,31.91,113.87
20200828015722400000,-15.04,-179.01,401.7,5.24,4.57e+16,-1.74e+16,-2.84e+16,-5.68e+16,6.43e+16,-2.99e+16,11.17,161.83
20200829053541700000,-4.35,101.04,10.1,5.04,3.14e+16,-1.64e+16,-1.5e+16,2.88e+16,-1.82e+16,1.5e+16,17.02,117.27
20200829074607800000,-14.64,-177.76,10.0,5.22,7.12e+16,-1.81e+16,-5.31e+16,-1.12e+16,-3.31e+16,4.53e+16,11.93,162.17
20200831033652600000,27.84,53.15,10.0,5.06,4.46e+16,-4.5e+16,3.7e+14,1.5e+16,-8.33e+15,1.13e+16,40.49,92.81
20200831172404900000,-4.02,70.2,10.0,6.17,-5.44e+17,2.46e+18,-1.91e+18,5.85e+17,-2.22e+17,-6e+16,19.42,99.74
20200901005117000000,58.72,158.98,10.0,5.56,8.82e+16,2.22e+17,-3.1e+17,2.09e+16,-5.33e+16,-2.06e+16,48.24,146.02
20200902170503800000,-32.31,-179.41,29.9,5.07,-2.64e+16,-8.6e+15,3.5e+16,-6.42e+15,6.04e+15,4.32e+16,2.38,159.75
20200902232537300000,-5.42,140.34,10.0,5.05,4.64e+16,-2.38e+16,-2.26e+16,-3.07e+15,-2.62e+15,2.39e+16,15.69,139.15
20200903171159000000,-18.03,-175.2,230.1,5.04,-1.71e+16,-5.38e+15,2.25e+16,-2.05e+16,-3.48e+16,-2.7e+14,9.94,163.58
20200903214509200000,37.13,142.56,35.0,5.32,8.62e+16,-1.25e+16,-7.37e+16,3.48e+16,7.55e+16,-3.66e+16,36.99,140.11
20200904050030200000,-6.33,129.19,234.9,5.24,1.65e+16,-3.25e+16,1.6e+16,-5.5e+16,-1.96e+16,6.57e+16,15.0,132.92
20200904211017100000,52.18,160.3,35.0,5.08,4.1e+16,-2.22e+16,-1.88e+16,2.44e+16,2.26e+16,-1.85e+16,45.06,147.48
20200906002110800000,1.67,126.56,30.0,5.98,9.62e+17,-5.82e+17,-3.8e+17,-6.1e+17,-3.95e+17,-3.7e+17,19.29,131.49
20200906025916100000,-17.16,167.53,10.0,6.18,2.02e+18,3.61e+17,-2.38e+18,-1.48e+17,-6.81e+17,-1.23e+17,10.14,153.95
20200906043920400000,-17.12,167.78,10.0,5.49,2.15e+17,-1.66e+16,-1.98e+17,1.04e+16,-7.26e+16,9.2e+15,10.17,154.08
20200906145519500000,-20.7,-173.57,10.0,5.58,2.09e+17,2.34e+16,-2.32e+17,6.93e+16,1.69e+17,-7.02e+16,8.81,164.07
20200906152343200000,6.27,125.83,120.0,6.38,3.93e+18,5.01e+17,-4.44e+18,-1.58e+18,1.27e+18,1.2e+17,21.54,131.07
20200906213349100000,36.66,141.57,31.2,5.22,6.6e+15,-4.19e+15,-2.41e+15,2.51e+15,8.44e+16,-1.19e+16,36.75,139.62
20200906213426700000,36.98,55.11,10.0,5.09,1.48e+16,-5.49e+16,4.01e+16,2.38e+15,2.03e+16,-5.22e+15,44.96,96.43
20200907061239700000,-17.11,168.49,10.0,6.17,-4.6e+16,9.31e+17,-8.85e+17,3.63e+17,1.23e+17,-2.04e+18,10.19,154.47
20200907062914900000,-17.16,168.51,10.0,5.71,-5.3e+15,2.12e+17,-2.06e+17,1.73e+17,8.28e+16,-3.58e+17,10.17,154.48
20200908004520900000,-4.87,129.76,172.0,6.1,1.18e+17,-2.04e+17,8.6e+16,-2.79e+17,1.67e+18,6.08e+17,15.81,133.25
20200908025814600000,27.04,127.88,57.7,5.05,3.06e+16,-1.66e+16,-1.4e+16,3.17e+16,2.07e+16,-1.11e+16,32.0,132.49
20200908082851300000,-15.18,-172.99,10.0,5.53,-1.97e+16,4.24e+16,-2.27e+16,-2.4e+17,1.89e+16,5.09e+16,11.85,164.79
20200909034114900000,4.19,126.68,10.0,5.54,9.88e+16,6e+16,-1.59e+17,-2.03e+17,-1.36e+16,-9.36e+16,20.57,131.57
20200909071840200000,4.18,126.64,17.0,5.85,5.28e+17,7.65e+16,-6.05e+17,-3.24e+17,2.01e+17,-3.05e+17,20.56,131.54
20200909105709500000,-6.24,154.44,32.0,5.5,1.83e+17,-1.07e+17,-7.61e+16,8.01e+16,-8.2e+16,1.06e+17,15.41,146.97
20200909225555600000,-14.77,-175.93,315.2,5.28,2.02e+16,-2.57e+16,5.5e+15,-8.44e+16,-2.49e+16,5.27e+16,11.57,163.48
20200912023729800000,-17.87,-178.01,558.5,5.67,-1.26e+17,1.34e+17,-8.5e+15,-2.13e+17,-3.17e+17,6.75e+16,9.41,162.4
20200912024411200000,38.75,142.25,34.0,6.13,1.35e+18,2.1e+16,-1.37e+18,5.43e+17,1.3e+18,-3.72e+17,37.8,139.93
20200912064722800000,-14.87,167.38,136.0,5.18,-6.34e+15,-1.04e+16,1.68e+16,2.43e+16,-6.51e+16,2.56e+16,11.17,154.03
20200912083427300000,-17.26,167.68,10.0,5.87,7.65e+17,-3.5e+16,-7.3e+17,1.61e+17,-2e+17,5.9e+16,10.1,154.02
20200912121440300000,-26.06,-177.2,109.6,5.16,4.21e+15,-3.37e+16,2.95e+16,-2.72e+16,7.86e+15,-5.42e+16,5.68,161.68
20200912202619200000,-7.3,128.43,138.7,5.35,1.27e+17,-1.12e+17,-1.52e+16,-3.56e+16,2.07e+16,-3.93e+16,14.64,132.52
20200913102819800000,-6.06,147.02,58.0,5.46,1.76e+17,-1.68e+17,-7.6e+15,1.25e+16,-2.07e+16,8.53e+16,15.36,142.86
20200913182852700000,4.23,96.72,125.8,5.1,5.4e+15,2.2e+16,-2.74e+16,4.31e+16,-5.93e+15,-2.96e+16,21.65,114.73
20200915034128000000,55.97,158.38,344.0,6.46,6.6e+17,-1.35e+18,6.88e+17,-5.11e+18,3.34e+18,-3.35e+17,47.05,146.39
20200915041216300000,-15.11,179.87,10.0,5.98,1.1e+17,-1.01e+17,-9e+15,2.6e+16,-1.63e+17,1.17e+18,11.59,160.83
20200915080428900000,-17.0,168.57,10.0,5.0,2.4e+15,1.34e+15,-3.75e+15,-1.11e+16,5.87e+15,-3.81e+16,10.25,154.52
20200915233403400000,27.85,85.88,10.0,5.12,3.81e+16,-3.61e+16,-1.98e+15,4.33e+16,-1.07e+16,2.01e+16,35.11,110.38
20200916084428700000,-22.31,171.59,102.0,5.73,7.33e+16,-2.45e+17,1.72e+17,3.01e+17,1.51e+17,2.8e+17,7.44,155.95
20200917032735700000,-6.21,154.88,66.9,5.18,5.88e+16,-2.21e+16,-3.67e+16,-7.03e+15,8.51e+15,6.05e+16,15.39,147.23
20200917103226000000,-6.77,129.37,186.6,5.65,3.03e+16,1.02e+16,-4.05e+16,3.36e+17,5.73e+16,-1.7e+17,14.84,133.03
20200917170132000000,-16.52,-177.26,10.0,5.44,5.2e+15,-1.84e+17,1.79e+17,2.72e+16,1.78e+16,-1.6e+15,10.94,162.34
20200918174749600000,38.01,73.69,36.3,5.24,-1.3e+16,-7.61e+16,8.91e+16,-1.14e+16,4.7e+15,-3.8e+16,42.04,105.91
20200918184328100000,2.4,126.8,31.9,5.29,7.35e+16,-9.1e+15,-6.45e+16,-2.5e+15,-6.18e+16,-5.88e+16,19.66,131.62
20200918205948600000,-5.63,146.98,134.5,5.33,2.91e+16,1.55e+16,-4.47e+16,2.07e+16,-9.79e+16,-5.96e+16,15.49,142.86
20200920132827900000,6.68,125.54,181.2,5.03,-4.14e+16,2.88e+16,1.26e+16,1.51e+16,6.01e+15,-1.72e+16,21.69,130.89
20200920190807600000,38.02,34.04,10.0,5.17,-1.2e+16,-2.96e+16,4.16e+16,8.19e+15,4.87e+15,6.07e+16,51.05,86.43
20200920221315000000,9.26,126.68,9.0,5.67,3e+17,-3.4e+15,-2.97e+17,-3.49e+16,2.56e+17,5.59e+16,23.12,131.59
20200920222149000000,9.41,126.94,10.0,5.36,9.97e+16,-3.5e+15,-9.62e+16,9.7e+15,9.44e+16,1.26e+16,23.19,131.74
20200921180457700000,51.86,103.48,10.0,5.53,-1.59e+16,1.22e+17,-1.07e+17,3.09e+16,1.83e+16,2.18e+17,45.6,122.84
20200922002153700000,12.76,143.96,10.0,5.22,-2.49e+16,1.12e+16,1.37e+16,1.02e+16,4.57e+15,-8.39e+16,24.81,141.12
20200922011904300000,-6.84,129.37,174.4,5.1,3.95e+16,-4.05e+16,1.07e+15,3.44e+16,1.78e+16,-1.61e+15,14.82,133.03
20200924022558500000,9.38,126.67,12.9,5.28,8.77e+16,-1.5e+15,-8.62e+16,-9.7e+15,5.92e+16,8.2e+15,23.18,131.59
20200925020949700000,13.93,144.62,182.7,5.17,-7.7e+15,-8.3e+14,8.53e+15,-2.62e+15,1.16e+16,-7.08e+16,25.28,141.51
20200925105713200000,34.25,78.21,10.0,5.25,-2.99e+16,-2.5e+15,3.23e+16,5.39e+16,-1.39e+16,7.11e+16,39.42,107.4
20200926054655500000,38.2,56.05,10.0,5.24,8.7e+15,-8.99e+16,8.12e+16,1e+15,-9.5e+15,3e+16,45.39,97.3
20200927041217700000,51.89,-169.68,17.0,5.79,2.01e+17,-5.92e+16,-1.42e+17,2.28e+16,5.39e+17,-2.06e+17,47.43,160.34
20200927041342000000,35.11,137.76,43.2,5.09,-2.41e+16,-3.56e+16,5.96e+16,-1.24e+16,-6.79e+15,-1.32e+16,35.95,137.71
20200927172742200000,34.16,78.17,10.0,5.09,-1.74e+16,5.78e+15,1.16e+16,2.99e+16,5.3e+14,4.27e+16,39.38,107.37
20200928024419300000,51.98,-169.65,10.0,5.18,5.74e+16,-4.95e+16,-7.87e+15,4.06e+16,2.16e+16,-2.23e+16,47.47,160.32
20200929010353900000,13.43,145.88,10.0,5.05,3.2e+16,-1.56e+15,-3.04e+16,5.93e+15,3.35e+16,-1.03e+16,25.17,142.17
20200929040803000000,31.46,51.04,10.0,5.06,-8.06e+15,-2.01e+16,2.82e+16,8.09e+15,-5.36e+15,4.02e+16,42.96,92.63
20200929043845300000,22.22,144.31,66.6,5.06,3.4e+16,1.04e+16,-4.43e+16,1.15e+16,2.26e+16,1.52e+16,29.52,141.24
20200929190118300000,-15.15,-174.05,10.0,5.08,2.4e+16,-1.89e+16,-5.17e+15,-4.19e+16,-1.99e+16,-8.94e+15,11.82,164.2
20200930043720100000,24.88,122.07,106.0,5.09,2.83e+16,-1.29e+16,-1.54e+16,2.52e+16,-4.45e+16,-4.01e+15,31.04,129.33
20200930054229400000,-2.73,68.02,10.0,5.12,-5.95e+16,3.66e+16,2.28e+16,2.18e+16,-6.94e+15,-2.06e+16,20.41,98.45
20200930193523900000,-17.02,167.76,10.6,5.31,1.05e+17,2e+16,-1.25e+17,1.27e+16,-1.49e+16,-3.4e+15,10.22,154.08
20200930221047200000,9.23,126.7,10.0,5.27,7.4e+16,1.01e+16,-8.41e+16,4.8e+15,6.24e+16,1.06e+16,23.1,131.6
20201101034320300000,-7.07,129.24,182.0,5.84,4.86e+17,-5.94e+17,1.08e+17,3.49e+16,3.28e+17,-3.43e+17,14.7,132.96
20201102090450300000,-13.24,167.15,181.0,5.1,4.85e+16,9.2e+15,-5.77e+16,-1.51e+16,-1.77e+15,3.93e+15,11.95,153.99
20201102180158800000,-3.43,131.13,12.2,5.42,9.15e+16,-4.9e+16,-4.25e+16,-8.39e+16,1.05e+17,7.61e+16,16.7,134.03
20201103015105200000,0.23,97.89,35.0,5.04,3.52e+16,-1.84e+16,-1.68e+16,1.92e+16,-2.24e+16,1.77e+16,19.56,115.46
20201103081856600000,-20.0,-177.46,388.0,5.75,-3.2e+17,5.25e+16,2.67e+17,9.03e+16,-3.95e+17,-1.65e+17,8.56,162.34
20201104032723400000,52.58,-162.59,11.8,5.02,-4.21e+16,3.44e+16,7.68e+15,-9.32e+15,8.31e+15,1.39e+16,48.68,163.04
20201104182748200000,10.06,126.02,49.9,5.08,4.17e+16,1.01e+16,-5.18e+16,6.2e+15,2.3e+16,5.52e+15,23.5,131.22
20201105125631500000,54.13,-159.78,15.7,5.05,-6.05e+15,-5.58e+15,1.16e+16,2.01e+16,8.71e+15,4.13e+16,49.82,163.58
20201105215702800000,-6.59,146.97,19.1,5.24,-2.84e+15,-3.94e+16,4.22e+16,6.29e+16,-4.47e+16,-2.5e+16,15.14,142.82
20201106062008200000,-7.47,128.41,144.0,5.06,2.74e+16,-3.36e+16,6.2e+15,-3.37e+16,1.89e+16,-4.68e+15,14.55,132.51
20201106085638100000,40.99,143.26,12.0,5.54,1.62e+17,-1.07e+16,-1.51e+17,9.17e+16,1.77e+17,-3.92e+16,38.93,140.38
20201106171654700000,40.93,143.36,21.0,5.24,6.07e+16,-2.6e+15,-5.81e+16,3.44e+16,6.04e+16,-1.29e+16,38.9,140.43
20201107011032100000,25.71,143.6,16.0,5.76,-5.01e+17,-2.13e+16,5.23e+17,5.2e+16,-1.41e+17,-1.16e+17,31.28,140.81
20201107092705500000,-15.25,-173.53,34.0,6.27,-2.04e+17,5.18e+17,-3.13e+17,-3.14e+18,5.49e+17,2.52e+17,11.76,164.5
20201107122311000000,61.51,-149.89,48.1,5.09,-3.58e+16,-1.76e+16,5.35e+16,-8.27e+15,2.72e+16,6.4e+14,54.68,163.44
20201108003903300000,-11.6,165.02,11.6,5.22,-7.71e+16,2.46e+16,5.25e+16,-2.4e+16,1.28e+16,-4.15e+16,12.94,152.75
20201109164533300000,-3.79,153.35,217.0,5.58,1.5e+15,8.38e+16,-8.53e+16,-4.95e+16,2.68e+17,-7.34e+16,16.42,146.45
20201111004844200000,-19.68,-177.54,417.0,5.97,-8.08e+17,-1.03e+17,9.11e+17,-4.41e+17,-4.39e+17,-3.72e+17,8.69,162.36
20201111051756100000,25.47,142.77,10.0,5.58,2.46e+17,-2.47e+17,1.4e+15,-4.8e+15,-1.3e+17,-9.09e+16,31.16,140.37
20201111154043000000,5.39,126.44,38.1,5.06,3.99e+16,6.99e+15,-4.69e+16,1.38e+16,1.71e+16,-4.86e+15,21.16,131.43
20201111213327400000,21.65,121.85,10.0,5.07,-6.01e+15,4.35e+16,-3.75e+16,1.39e+16,-4.44e+15,-2.71e+16,29.45,129.16
20201112071826000000,10.22,126.05,48.2,5.27,-6.47e+16,5.2e+15,5.95e+16,-1.78e+16,7.4e+16,3.09e+16,23.58,131.24
20201112191948000000,4.12,122.72,571.2,5.2,-3.21e+16,7.34e+15,2.48e+16,5.62e+15,-7.27e+16,5.3e+14,19.98,129.09
20201113091351400000,38.19,-117.82,10.9,5.41,-3.71e+16,-4.69e+16,8.4e+16,-5.37e+16,-8.5e+15,1.38e+17,51.41,-170.75
20201113170800100000,-3.46,146.91,10.0,5.04,2.88e+15,8.4e+14,-3.72e+15,-7.3e+14,-1.7e+15,4.5e+16,16.71,142.79
20201113172826500000,-3.26,146.78,10.0,5.01,1.07e+15,-1.58e+15,5.1e+14,-3.05e+15,2.6e+14,4.12e+16,16.81,142.72
20201113183307100000,5.79,95.57,10.0,5.08,-5.74e+15,-4.47e+16,5.04e+16,-1.81e+16,-8.69e+15,7.63e+15,22.64,114.22
20201114025656200000,30.37,67.43,15.6,5.56,5.92e+16,-2.93e+17,2.34e+17,-4.5e+16,5.14e+16,-4.94e+16,39.06,101.02
20201114064233900000,-19.58,168.86,40.0,5.45,1.77e+17,-1.57e+16,-1.61e+17,-3.2e+15,9.3e+15,7.58e+16,8.89,154.58
20201115063515000000,11.82,124.24,23.1,5.08,-1.14e+15,4.93e+16,-4.81e+16,-1.93e+16,-2.76e+15,-1.08e+16,24.44,130.27
20201115223743700000,8.76,126.29,43.0,5.99,1.09e+18,1.56e+17,-1.25e+18,2.76e+17,1.81e+17,-5.4e+16,22.85,131.36
20201116224522400000,-6.96,155.74,33.0,5.56,2.33e+17,-1.86e+17,-4.74e+16,-2.69e+16,-6e+16,1.58e+17,15.07,147.69
20201117014411400000,-2.67,99.32,19.0,5.97,-1.29e+17,2.2e+16,1.06e+17,-1.08e+17,-3.1e+17,-1.09e+18,17.98,116.28
20201118010045300000,32.19,137.91,366.7,5.18,-3.19e+16,8.61e+15,2.33e+16,-2.12e+16,-6.43e+16,-7.66e+15,34.44,137.79
20201118044156600000,-1.8,100.43,20.3,5.14,5.3e+16,-2.9e+16,-2.4e+16,2.49e+16,-1.92e+16,3.28e+16,18.38,116.9
20201120231637700000,-21.39,169.04,10.0,5.31,8.02e+16,-1.65e+16,-6.37e+16,4.81e+16,-6.62e+16,3.85e+16,7.99,154.57
20201122051837400000,-16.75,174.47,10.0,5.43,-6.16e+16,1.45e+17,-8.29e+16,-3.65e+16,-2.4e+15,1.32e+17,10.54,157.77
20201122100553800000,36.59,141.12,33.0,5.56,2.01e+17,-2.36e+16,-1.77e+17,5.83e+16,1.65e+17,-8.41e+16,36.71,139.39
20201122112726500000,-2.65,127.5,10.0,5.41,-9.68e+16,9.61e+16,8e+14,-6.54e+16,7.43e+16,8.78e+16,17.13,132.02
20201124000027500000,13.77,145.65,85.1,5.26,1.4e+16,-2.86e+16,1.46e+16,8.6e+15,7.18e+16,-6.18e+16,25.28,142.06
20201124220258100000,-8.98,67.58,10.0,5.6,-2.88e+16,-2.96e+17,3.25e+17,-1.68e+16,1.82e+16,3.4e+16,16.78,98.42
20201125142553300000,-20.24,-175.65,197.6,5.12,-2.78e+15,1.84e+16,-1.56e+16,-2.61e+16,-4.75e+16,2.36e+16,8.77,163.13
20201125152034200000,1.9,127.43,108.9,5.13,7.73e+15,2.82e+16,-3.59e+16,-4.25e+16,-2.85e+16,2.68e+16,19.32,131.95
20201126034744600000,-4.63,144.92,30.9,5.57,2.95e+16,-6.64e+16,3.68e+16,-1.93e+17,2.01e+17,3.98e+16,16.09,141.69
20201126044236700000,-4.62,144.82,54.0,5.14,-2.87e+15,-3.34e+16,3.62e+16,-2.26e+16,3.97e+16,3.19e+16,16.07,141.64
20201127184510200000,50.0,156.37,52.3,5.32,1.14e+17,-3.55e+16,-7.83e+16,9e+15,2.68e+16,-5.85e+16,43.8,146.01
20201129090135300000,-14.76,167.24,108.6,5.59,6.28e+16,1.64e+17,-2.26e+17,-1.43e+17,-7.27e+16,1.74e+17,11.26,153.94
20201129155739300000,51.12,-178.96,37.0,5.08,3.65e+16,-4.24e+16,5.91e+15,3.06e+16,1.48e+16,-1.09e+16,46.04,156.63
20201129214522700000,-31.86,179.2,462.5,5.45,-5.4e+15,-8.19e+16,8.73e+16,-5.71e+16,-1.45e+17,-6.87e+16,1.94,159.43
20201129235654400000,-17.68,-174.77,10.0,5.54,-2.36e+17,1.43e+17,9.25e+16,2.05e+16,6.31e+16,1.36e+17,10.41,163.64
20201130045909900000,52.74,-168.26,34.0,5.55,1.79e+17,-1e+17,-7.86e+16,5e+16,1.62e+17,-1.44e+17,48.02,160.69
20201130170007000000,52.9,-168.31,48.0,5.01,2.73e+16,-1.39e+16,-1.33e+16,7e+14,2.69e+16,-2.06e+16,48.1,160.63
20201130191414800000,-2.88,147.73,10.0,5.47,-3.2e+15,3.93e+16,-3.62e+16,1.53e+17,-2.96e+16,1.21e+17,17.01,143.25
20201130225434600000,48.25,140.8,589.0,6.41,-3.04e+18,6.63e+17,2.38e+18,-3.52e+18,-7.08e+17,2.44e+18,42.79,139.16
20201001011336500000,-19.54,-174.12,28.0,6.52,4.62e+18,4.52e+17,-5.07e+18,-4.44e+17,-5.22e+18,2.81e+18,9.41,163.87
20201001102506600000,51.61,-174.9,30.5,5.35,9.19e+16,-7.89e+16,-1.3e+16,7.85e+16,5.33e+16,-4.21e+16,46.7,158.23
20201001103445200000,-6.0,148.67,74.0,6.07,9.54e+17,4.45e+17,-1.4e+18,7.27e+17,-6.79e+17,2.36e+17,15.39,143.78
20201001220404900000,-2.94,145.45,10.0,5.03,9.88e+15,-3.59e+16,2.6e+16,1.25e+15,2.93e+15,3.05e+16,16.96,141.99
20201002131626900000,-17.11,167.6,10.1,5.02,3.89e+16,-6.9e+14,-3.83e+16,6.12e+15,-1.78e+16,9.3e+14,10.17,153.99
20201002233116100000,18.73,145.92,110.0,5.22,1.16e+16,3.58e+16,-4.74e+16,-6.62e+16,2.11e+15,-4.03e+16,27.77,142.16
20201003093131200000,33.48,140.95,28.7,5.85,5.98e+17,1.52e+17,-7.5e+17,-2.85e+17,-4.9e+16,-1.29e+17,35.15,139.34
20201003122627300000,29.9,130.72,30.9,5.15,5.56e+16,-8.56e+15,-4.7e+16,2.54e+16,3.02e+16,-1.9e+16,33.39,134.05
20201003132247300000,69.29,-29.9,10.0,5.29,9.99e+16,-1.05e+17,4.7e+15,-5.2e+15,-2.05e+16,3.27e+16,73.26,128.15
20201003163007000000,-7.17,150.07,19.0,5.61,3.35e+17,-2.99e+17,-3.51e+16,-6.59e+16,-4.24e+16,1.23e+16,14.88,144.53
20201004033523100000,-12.47,166.55,92.8,5.17,5.24e+16,-4.15e+16,-1.09e+16,-2.73e+16,-3.17e+16,3.67e+16,12.44,153.62
20201004091728700000,49.07,155.22,53.2,5.14,5.69e+16,-1.06e+16,-4.63e+16,-4.15e+15,2.41e+16,-2.84e+16,43.29,145.58
20201004173657700000,-11.53,166.35,58.8,5.09,5.29e+16,-4.56e+15,-4.83e+16,-4.99e+15,1.2e+16,1.39e+16,12.96,153.51
20201004181653800000,13.61,120.75,121.0,5.64,1.58e+17,-6.05e+16,-9.76e+16,2.01e+17,-2.72e+17,1.43e+16,25.36,128.33
20201005071201400000,-21.89,169.88,10.0,5.19,-5.62e+16,5.59e+16,3.4e+14,-3.79e+15,-3.48e+16,4.08e+16,7.75,154.99
20201005072708600000,-21.9,169.96,10.0,5.01,-4.09e+16,3.59e+16,4.96e+15,-9.9e+15,-7.18e+15,1.04e+16,7.74,155.03
20201005190400600000,19.86,145.36,132.8,5.39,-6.05e+16,1.02e+17,-4.18e+16,1.02e+16,-7.85e+16,9.61e+16,28.32,141.85
20201005234320900000,34.18,79.21,10.0,5.05,-3.45e+16,-8.37e+15,4.29e+16,9.28e+15,-1.2e+16,2.5e+16,39.25,107.9
20201006055450500000,54.85,-159.85,31.0,5.96,8.07e+17,-6.76e+17,-1.31e+17,6.33e+17,3.26e+17,-3.89e+17,50.16,163.28
20201006101146700000,-18.01,-178.48,633.9,6.03,3.75e+17,9e+15,-3.84e+17,1.29e+17,-1.3e+18,-3e+17,9.17,162.23
20201007182728000000,0.35,125.8,40.2,5.0,2.96e+16,-2.3e+14,-2.94e+16,-5.45e+15,-2.49e+16,5.15e+15,18.63,131.06
20201008073532500000,-6.09,146.17,106.0,6.49,2.99e+17,5.43e+18,-5.73e+18,-2.13e+18,5.66e+17,-3.44e+18,15.28,142.4
20201008104221500000,71.63,-11.31,10.0,5.35,-1.65e+16,8.19e+16,-6.54e+16,-1.29e+16,6.29e+16,8.88e+16,70.29,120.63
20201008142239200000,52.77,-168.27,32.0,5.69,2.77e+17,-1.7e+17,-1.07e+17,6e+16,2.47e+17,-2.44e+17,48.03,160.67
